casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag		Jmag	Hmag	Kmag					
							mas/yr	mas/yr	mag	mag	mag	mag		mag	mag	mag					
							--------	--------	------	------	------	------		------	------	------	FUV-NUV	NUV-H	NUV-R	J-K	H-K
-1016875191	6.3756E+18	270.0536714	-2.118798176	0.656429291	17.57294083	99	-87.6	-40.7	11.953	11.053	10.816	10.606		9.694	9.242	9.165	-100	8.330940826	6.756940826	0.529	0.077
-1016875183	6.3756E+18	270.162282	-2.110981782	0.658526957	19.73092651	21.29373932	2.2	-2.6	14.517	13.337	13.064	12.858		11.699	11.367	11.241	1.562812805	8.363926514	6.666926514	0.458	0.126
-1016875168	6.3756E+18	270.0952143	-2.158091444	0.684920609	19.34262085	99	-5.6	-1.5	14.365	13.378	13.069	12.718		11.571	11.188	11.098	-100	8.15462085	6.27362085	0.473	0.09
-1016875164	6.3756E+18	270.0118937	-2.191285547	0.661936879	20.84310341	23.48697281	3.3	14.4	13.234	11.741	11.242	10.667		9.123	8.374	8.23	2.6438694	12.46910341	9.601103409	0.893	0.144
-1016875161	6.3756E+18	270.1210558	-2.196571992	0.714046836	21.51007462	99	10.1	-45	15.309	14.177	13.826	13.338		11.988	11.529	11.371	-100	9.981074615	7.684074615	0.617	0.158
-1016875157	6.3756E+18	270.0935889	-2.200236234	0.698548913	19.9908371	99	7.7	-4.5	14.686	13.614	13.306	12.936		11.739	11.37	11.281	-100	8.620837097	6.684837097	0.458	0.089
-1016875153	6.3756E+18	270.1268358	-2.203054099	0.714046836	20.32388878	22.90446854	4.1	3.7	15.15	14.065	13.738	13.332		12.041	11.659	11.541	2.580579758	8.664888779	6.585888779	0.5	0.118
-1016875152	6.3756E+18	270.14443	-2.206558362	0.714046836	21.20790291	99											-100	-100	-100	-100	-100
-1016875150	6.3756E+18	270.1193449	-2.209811132	0.714046836	21.68151093	99	-1.5	3.8	16.328	15.251	14.767	14.227		13.135	12.749	12.616	-100	8.932510925	6.914510925	0.519	0.133
-1016875147	6.3756E+18	270.1853991	-2.210554308	0.745605886	21.67428589	99											-100	-100	-100	-100	-100
-1016875144	6.3756E+18	270.172193	-2.208051622	0.721107006	18.91467285	22.31309509	51.8	37.9	      	12.655	      	12.136		11.065	10.761	10.646	3.398422241	8.153672852	#ЗНАЧ!	0.419	0.115
-1016875143	6.3756E+18	270.0973749	-2.216877606	0.698548913	21.82155037	99								15.955	15.366	15.381	-100	6.455550369	-100	0.574	-0.015
-1016875142	6.3756E+18	270.1702051	-2.209801465	0.721107006	19.24478531	21.02802086	2.5	4.1	13.587	12.642	12.347	12.065		12.036	11.767	11.635	1.78323555	7.477785309	6.897785309	0.401	0.132
-1016875136	6.3756E+18	270.0490843	-2.22695715	0.683867455	21.56812286	22.10996246	0.1	3.6	16.011	14.712	14.33	13.823		12.513	12.081	11.961	0.5418396	9.487122864	7.238122864	0.552	0.12
-1016875134	6.3756E+18	270.1550775	-2.229894128	0.734414458	21.52784348	22.01968193	17.7	3.2	15.941	14.725	14.352	13.906		12.58	12.137	12.035	0.491838455	9.390843475	7.175843475	0.545	0.102
-1016875131	6.3756E+18	270.0426029	-2.209537923	0.661936879	16.80952644	22.35777283	3.8	8.2	12.051	11.22	11.003	10.761		9.834	9.553	9.438	5.548246384	7.256526443	5.806526443	0.396	0.115
-1016875129	6.3756E+18	270.0008709	-2.224981534	0.637044132	18.73328781	99	0.4	5.7	13.261	12.227	11.883	11.492		10.261	9.896	9.792	-100	8.837287811	6.850287811	0.469	0.104
-1016875126	6.3756E+18	270.1467757	-2.246183639	0.722469687	21.77739716	99	2.7	0.9	16.038	14.927	14.614	14.255		12.974	12.654	12.549	-100	9.123397156	7.163397156	0.425	0.105
-1016875120	6.3756E+18	270.1115001	-2.247564433	0.722469687	21.03349495	21.89229202											0.858797073	-100	-100	-100	-100
-1016875116	6.3756E+18	270.1164093	-2.249992243	0.722469687	20.89580536	21.4250145											0.529209137	-100	-100	-100	-100
-1016875115	6.3756E+18	270.029971	-2.25118846	0.666818202	20.10956955	99	-2.4	6.6	14.955	14.005	13.744	13.405		12.153	11.856	11.741	-100	8.25356955	6.36556955	0.412	0.115
-1016875110	6.3756E+18	270.1063171	-2.25149769	0.70521301	20.68317413	21.45286942											0.769695282	-100	-100	-100	-100
-1016875094	6.3756E+18	270.0028227	-2.27855524	0.643458545	19.80703735	22.32621956	-1.8	4	15.045	14.133	13.906	13.604		12.443	12.142	12.026	2.519182205	7.665037354	5.901037354	0.417	0.116
-1016875091	6.3756E+18	270.1281258	-2.289134159	0.73177892	20.41345024	20.42171097	9.6	-3.5	15.185	14.127	13.808	13.43		12.293	11.87	11.76	0.008260727	8.543450241	6.605450241	0.533	0.11
-1016875090	6.3756E+18	270.0435792	-2.287739732	0.680112302	19.86482239	22.77644348	9.8	5.2	14.648	13.578	13.237	12.827		11.509	11.106	11.006	2.911621094	8.758822388	6.627822388	0.503	0.1
-1016875088	6.3756E+18	270.0319182	-2.292097503	0.680112302	20.39226913	21.68828583	1.2	2.3	15.384	14.513	14.305	13.992		12.912	12.73	12.559	1.296016693	7.662269135	6.087269135	0.353	0.171
-1016875083	6.3756E+18	270.1210049	-2.295099929	0.73177892	21.41765404	20.98846436											-0.429189682	-100	-100	-100	-100
-1016875079	6.3756E+18	270.0297077	-2.301186373	0.680112302	21.45598221	22.77758598	-0.2	2.3	      	      	      			13.422	13.076	12.95	1.321603775	8.379982208	#ЗНАЧ!	0.472	0.126
-1016875076	6.3756E+18	270.121033	-2.315118202	0.719133914	21.59862709	22.42282295	24.4	13.3	15.535	14.187	13.902	13.538		12.213	11.689	11.571	0.824195862	9.90962709	7.69662709	0.642	0.118
-1016875073	6.3756E+18	270.1733109	-2.317428177	0.758278728	20.64065552	20.87448692											0.233831406	-100	-100	-100	-100
-1016875067	6.3756E+18	270.1615121	-2.317599025	0.758278728	21.43402863	21.35246849											-0.081560135	-100	-100	-100	-100
-1016875063	6.3756E+18	270.1418475	-2.328689819	0.755346656	20.67841911	20.29394913											-0.384469986	-100	-100	-100	-100
-1016875061	6.3756E+18	270.1785645	-2.327732912	0.758278728	20.68026733	21.40220261											0.721935272	-100	-100	-100	-100
-1016875060	6.3756E+18	270.1726973	-2.322082214	0.758278728	20.66842842	20.44220352											-0.226224899	-100	-100	-100	-100
-1016875049	6.3756E+18	270.0875637	-2.339479145	0.719268799	19.44973564	21.91472054	3	-0.3	14.064	12.953	12.644	12.2		10.95	10.577	10.42	2.464984894	8.872735641	6.805735641	0.53	0.157
-1016875048	6.3756E+18	270.1860577	-2.336885173	0.758278728	20.51580811	20.64669037											0.130882263	-100	-100	-100	-100
-1016875044	6.3756E+18	270.1629089	-2.348087175	0.755346656	20.2899456	99											-100	-100	-100	-100	-100
-1016875041	6.3756E+18	270.1522718	-2.351401951	0.755346656	20.88944626	25.45925522								13.795	13.267	13.081	4.56980896	7.622446259	-100	0.714	0.186
-1016875038	6.3756E+18	270.1396823	-2.368718451	0.755346656	21.44000816	99	15.8	6.2	15.53	14.394	14.037	13.57		12.217	11.863	11.705	-100	9.577008163	7.403008163	0.512	0.158
-1016875034	6.3756E+18	270.1333094	-2.365382997	0.756332636	21.15010834	99	-4.7	0.3	      	      	      			13.614	13.246	13.093	-100	7.904108337	#ЗНАЧ!	0.521	0.153
-1016875028	6.3756E+18	270.0149225	-2.397620586	0.743942916	21.17863083	22.40977859								15.485	15.291	15.198	1.231147766	5.887630829	-100	0.287	0.093
-1016875024	6.3756E+18	270.1388023	-2.306529549	0.73177892	12.80886459	12.54326439	-1	-4.2	9.563	9.385	9.335	8.783		8.126	8.106	8.012	-0.265600204	4.702864594	3.473864594	0.114	0.094
-1016875023	6.3756E+18	270.0947122	-2.407856598	0.799842238	21.20140457	99	21.6	-13.1	      	      	      			13.235	12.913	12.813	-100	8.288404572	#ЗНАЧ!	0.422	0.1
-1016875020	6.3756E+18	270.1650804	-2.414138327	0.809339821	21.72560501	99											-100	-100	-100	-100	-100
-1016875018	6.3756E+18	270.1007439	-2.417311402	0.799842238	20.8324604	23.16755867	-2.1	-0.1	15.4	14.275	13.927	13.484		12.15	11.796	11.657	2.335098267	9.036460403	6.905460403	0.493	0.139
-1016875011	6.3756E+18	270.1595543	-2.428390006	0.809339821	20.65306854	24.03595161	-8	-26.5	14.664	13.508	13.168	12.787		11.622	11.184	11.046	3.382883072	9.469068542	7.485068542	0.576	0.138
-1016875010	6.3756E+18	270.1144065	-2.445421472	0.834731936	21.55599213	22.47099876											0.915006638	-100	-100	-100	-100
-1016875004	6.3756E+18	270.0545352	-2.464001901	0.835863709	21.56694412	27.71609306											6.149148941	-100	-100	-100	-100
-1016829831	2.56515E+18	276.5021864	1.955966766	1.201983333	20.06653595	22.61952782	-0.3	-26.2	14.239	13.256	12.877	12.575		11.352	10.899	10.756	2.552991867	9.16753595	7.18953595	0.596	0.143
-1016829825	2.56515E+18	276.544661	1.977654576	1.250949502	22.75156021	25.04346848											2.291908264	-100	-100	-100	-100
-1016829822	2.56515E+18	276.4869329	1.948274324	1.181097031	21.50721169	99	2.7	3.6	15.544	14.425	13.954	13.534		12.082	11.632	11.521	-100	9.875211685	7.553211685	0.561	0.111
-1016829821	2.56515E+18	276.4158532	1.977004275	1.082359672	19.08650208	22.94870758	-1.3	-5.3	13.903	12.972	12.603	12.322		10.939	10.634	10.45	3.862205505	8.452502075	6.483502075	0.489	0.184
-1016829813	2.56515E+18	276.5024872	1.924501184	1.252448201	21.81020546	22.52917099	9.3	7.5	16.363	15.141	14.76	14.161		12.994	12.546	12.365	0.71896553	9.26420546	7.05020546	0.629	0.181
-1016829807	2.56515E+18	276.6242169	1.916832046	1.37548399	22.84575844	99								15.926	15.292	15.004	-100	7.553758438	-100	0.922	0.288
-1016829806	2.56515E+18	276.431746	1.924551476	1.155543685	22.81228828	23.06861877											0.25633049	-100	-100	-100	-100
-1016829802	2.56515E+18	276.5114375	1.941124039	1.252448201	22.33667946	27.62457657	3.3	4.2	16.322	15.222	14.716	14.241		12.746	12.393	12.21	5.28789711	9.943679459	7.620679459	0.536	0.183
-1016829800	2.56515E+18	276.6263504	1.946525216	1.360761523	22.93483353	25.38091278								15.014	14.204	14.016	2.446079254	8.730833527	-100	0.998	0.188
-1016829791	2.56515E+18	276.4897512	1.981211743	1.201983333	22.06534958	31.92360687	-2.1	7.7	16.439	15.334	14.884	14.575		12.889	12.552	12.336	9.858257294	9.513349579	7.181349579	0.553	0.216
-1016829784	2.56515E+18	276.4419949	1.998450047	1.104220748	21.10642242	23.22043419	32.4	-11.2	14.629	13.613	13.228	13.001		11.594	11.143	11.026	2.114011765	9.963422424	7.878422424	0.568	0.117
-1016829783	2.56515E+18	276.6739399	1.878035678	1.397276878	22.53608322	99											-100	-100	-100	-100	-100
-1016829781	2.56515E+18	276.5645931	1.869310416	1.330429554	20.41919518	23.82560349	4.1	14.3	14.746	13.654	13.246	12.836		11.321	10.939	10.794	3.40640831	9.480195175	7.173195175	0.527	0.145
-1016829780	2.56515E+18	276.5606722	1.878855209	1.281951189	17.49975967	99	7.6	15.2	12.722	12.066	11.853	11.783		10.657	10.4	10.326	-100	7.099759674	5.646759674	0.331	0.074
-1016829778	2.56515E+18	276.6987917	1.849567904	1.389319181	22.66085625	99											-100	-100	-100	-100	-100
-1016829776	2.56515E+18	276.6558341	1.84126221	1.368629217	21.96749878	23.27812386	6.4	-1.2	16.073	14.828	14.252	13.758		11.981	11.592	11.417	1.310625076	10.37549878	7.715498779	0.564	0.175
-1016829775	2.56515E+18	276.6603066	1.846364723	1.380867958	19.19796181	99	1.1	-5.9	14.261	13.273	12.919	12.564		11.145	10.796	10.68	-100	8.401961807	6.278961807	0.465	0.116
-1016829771	2.56515E+18	276.5950526	1.83057033	1.342746139	20.82356071	99	10.8	-1.9	15.113	14	13.564	13.095		11.515	11.175	11.007	-100	9.648560715	7.259560715	0.508	0.168
-1016829768	2.56515E+18	276.6297539	1.85933674	1.368971109	19.73700523	23.90854454	-5.7	2.9	13.953	13.077	12.799	12.647		11.409	11.078	10.999	4.171539307	8.659005234	6.938005234	0.41	0.079
-1016829765	2.56515E+18	276.6900082	1.815204688	1.376049519	22.03045464	99	18.9	4.3	15.869	14.682	14.246	13.762		12.308	11.837	11.716	-100	10.19345464	7.784454636	0.592	0.121
-1016829764	2.56515E+18	276.4417781	1.815982705	1.16022563	22.10957909	23.60806274	0.8	15.6	16.29	14.977	14.488			12.301	11.811	11.594	1.498483658	10.29857909	7.621579086	0.707	0.217
-1016829763	2.56515E+18	276.7273461	1.803497131	1.376049519	22.82611656	25.64502335											2.818906784	-100	-100	-100	-100
-1016829760	2.56515E+18	276.5496731	1.77331171	1.298315883	22.16005135	25.67347717	37	2.1	15.892	14.718	14.313	13.808		12.264	11.758	11.615	3.513425827	10.40205135	7.847051346	0.649	0.143
-1016829757	2.56515E+18	276.621006	1.770277539	1.329824209	22.55439568	99	9.2	-0.8	15.514	14.331	13.85	13.433		11.938	11.536	11.376	-100	11.01839568	8.704395676	0.562	0.16
-1016829756	2.56515E+18	276.5788898	1.768780036	1.298315883	22.22960091	99											-100	-100	-100	-100	-100
-1016829753	2.56515E+18	276.4096537	1.762120418	1.202238917	20.49531364	21.95232391	1.9	-0.2	16.555	15.496	15.163			13.482	13.237	13.112	1.457010269	7.258313644	5.332313644	0.37	0.125
-1016829752	2.56515E+18	276.5133176	1.76275202	1.266667604	20.87419891	99											-100	-100	-100	-100	-100
-1016829750	2.56515E+18	276.5073276	1.757695464	1.244329453	21.70858765	25.63539886											3.926811218	-100	-100	-100	-100
-1016829748	2.56515E+18	276.5101433	1.752982405	1.244329453	21.89229012	22.93206215											1.039772034	-100	-100	-100	-100
-1016829746	2.56515E+18	276.4444042	1.745653772	1.216616631	20.11738968	99	9.5	8.7	14.602	13.517	13.092	12.717		11.197	10.824	10.637	-100	9.293389679	7.025389679	0.56	0.187
-1016829745	2.56515E+18	276.5760948	1.73869411	1.353314996	21.98755074	99	4.8	5	16.107	14.875	14.425	13.973		12.211	11.883	11.727	-100	10.10455074	7.562550735	0.484	0.156
-1016829744	2.56515E+18	276.6778777	1.737841242	1.376039267	22.35280418	23.01847839								14.675	13.909	13.69	0.66567421	8.443804184	-100	0.985	0.219
-1016829741	2.56515E+18	276.5198908	1.722159119	1.286506295	20.68604469	23.48166275	0.3	0.8	14.668	13.49	13.019	12.508		10.901	10.524	10.291	2.795618057	10.16204469	7.667044693	0.61	0.233
-1016829739	2.56515E+18	276.5025519	1.718622082	1.286506295	21.54471016	21.87650108											0.331790924	-100	-100	-100	-100
-1016829737	2.56515E+18	276.4454854	1.709955456	1.281375885	22.69596481	25.58072662											2.88476181	-100	-100	-100	-100
-1016829736	2.56515E+18	276.7790029	1.705315389	1.390778422	21.52313614	22.41858673	2.7	-43	14.623	13.644	13.287	13.027		11.735	11.255	11.136	0.895450592	10.26813614	8.236136139	0.599	0.119
-1016829735	2.56515E+18	276.7747166	1.699972335	1.390778422	20.90114784	23.70616531											2.805017471	-100	-100	-100	-100
-1016829733	2.56515E+18	276.5170548	1.753200461	1.266667604	20.70679092	23.84334755											3.136556625	-100	-100	-100	-100
-1016829732	2.56515E+18	276.519573	1.697572316	1.272425771	20.86754036	25.31467438											4.447134018	-100	-100	-100	-100
-1016829727	2.56515E+18	276.5343209	1.66838191	1.337159276	22.84819794	26.30265236											3.454454422	-100	-100	-100	-100
-1016829724	2.56515E+18	276.7210767	1.662278907	1.450137138	22.39352798	23.93550873	-5.9	8.4	15.231	14.007	13.487	13.123		11.717	11.132	10.968	1.541980743	11.26152798	8.906527985	0.749	0.164
-1016829722	2.56515E+18	276.7721994	1.659502276	1.425957084	20.93531609	22.47159004	-0.4	-4.6	15.151	13.995	13.563	13.085		11.543	11.169	11.029	1.536273956	9.766316086	7.372316086	0.514	0.14
-1016829721	2.56515E+18	276.4043447	1.650373574	1.379392743	22.17559052	99											-100	-100	-100	-100	-100
-1016829719	2.56515E+18	276.7024549	1.655242319	1.450137138	20.07336617	24.01413918	6.9	-12.4	14.308	13.226	12.819	12.375		10.939	10.585	10.408	3.94077301	9.488366165	7.254366165	0.531	0.177
-1016829717	2.56515E+18	276.5791039	1.646232623	1.427688956	22.39158058	99	2.3	6.6	15.882	14.615	14.112	13.587		11.826	11.503	11.317	-100	10.88858058	8.279580582	0.509	0.186
-1016829715	2.56515E+18	276.7815799	1.639887287	1.425957084	22.81096077	24.66612625											1.855165482	-100	-100	-100	-100
-1016829714	2.56515E+18	276.7734892	1.644899169	1.425957084	20.50170898	20.40145874											-0.100250244	-100	-100	-100	-100
-1016829712	2.56515E+18	276.7127787	1.634152087	1.484972119	19.29226112	22.99019623	-17.3	-29.3	14.058	13.161	12.831	12.567		11.342	10.936	10.843	3.697935104	8.356261124	6.461261124	0.499	0.093
-1016829711	2.56515E+18	276.500275	1.698099839	1.272425771	13.24737453	18.09053612	1.7	12.2	9.466	9.007	      			8.023	7.802	7.719	4.843161583	5.445374535	#ЗНАЧ!	0.304	0.083
-1016829708	2.56515E+18	276.7656635	1.631271403	1.466657519	17.97277832	22.3429966	10.9	-2.4	12.88	12.169	11.951	11.852		10.857	10.45	10.423	4.370218277	7.52277832	6.02177832	0.434	0.027
-1016829707	2.56515E+18	276.4134245	1.609584819	1.382339478	22.1529789	99											-100	-100	-100	-100	-100
-1016829706	2.56515E+18	276.4224173	1.61986391	1.351311922	20.18756485	24.87755203	8.7	3.7	14.52	13.435	12.99	12.584		11.082	10.728	10.507	4.689987183	9.45956485	7.19756485	0.575	0.221
-1016829701	2.56515E+18	276.6259699	1.587506316	1.438509345	21.99224663	99	4.4	12.7	15.566	14.402	13.927	13.528		12.083	11.681	11.528	-100	10.31124663	8.065246628	0.555	0.153
-1016829700	2.56515E+18	276.6729115	1.585626756	1.487452745	22.97887421	99											-100	-100	-100	-100	-100
-1016829699	2.56515E+18	276.4123329	1.587404161	1.382339478	21.01470566	99	21.6	-1	14.122	12.841	12.358	11.913		10.302	9.782	9.621	-100	11.23270566	8.656705658	0.681	0.161
-1016829698	2.56515E+18	276.5107228	1.588770889	1.328606129	21.36906433	22.84452438	4.1	6.3	11.477	9.286	      			5.116	3.936	3.708	1.475460052	17.43306433	#ЗНАЧ!	1.408	0.228
-1016829695	2.56515E+18	276.4432459	1.580548125	1.342325568	19.32807922	23.24967575	12.2	-6.1	13.974	13.029	12.669	12.401		11.078	10.719	10.605	3.921596527	8.609079224	6.659079224	0.473	0.114
-1016829693	2.56515E+18	276.4479985	1.560910983	1.342325568	22.21499062	99											-100	-100	-100	-100	-100
-1016829690	2.56515E+18	276.4157895	1.543930914	1.372944713	22.68642616	24.06065369											1.374227524	-100	-100	-100	-100
-1016829689	2.56515E+18	276.5330676	1.542350939	1.296909809	22.70394707	23.98295212											1.279005051	-100	-100	-100	-100
-1016829680	2.56515E+18	276.4027815	1.531482258	1.411860466	21.29332733	99											-100	-100	-100	-100	-100
-1016829679	2.56515E+18	276.5079966	1.532736521	1.296909809	21.44507217	24.44076347											2.995691299	-100	-100	-100	-100
-1016829678	2.56515E+18	276.5222931	1.531153914	1.296909809	22.14704895	99								12.744	12.164	12.037	-100	9.98304895	-100	0.707	0.127
-1016829675	2.56515E+18	276.4239746	1.524217427	1.330933571	21.71643829	99											-100	-100	-100	-100	-100
-1016829674	2.56515E+18	276.4370002	1.524215743	1.330933571	21.59815598	99											-100	-100	-100	-100	-100
-1016829669	2.56515E+18	276.4110672	1.525006178	1.369978786	21.06828308	22.66794395											1.599660873	-100	-100	-100	-100
-1016829666	2.56515E+18	276.4966549	1.531406302	1.3038553	20.3359642	21.8110981											1.475133896	-100	-100	-100	-100
-1016829665	2.56515E+18	276.4108093	1.531421628	1.330933571	21.62498665	99											-100	-100	-100	-100	-100
-1016829661	2.56515E+18	276.4694618	1.521503726	1.3038553	20.7854557	99											-100	-100	-100	-100	-100
-1016829659	2.56515E+18	276.4888181	1.523769099	1.3038553	20.66639709	22.69014931											2.023752213	-100	-100	-100	-100
-1016829657	2.56515E+18	276.4804748	1.524388235	1.3038553	21.15570068	21.73130417											0.575603485	-100	-100	-100	-100
-1016829656	2.56515E+18	276.3873298	1.520450914	1.369978786	21.05057526	22.59767532											1.547100067	-100	-100	-100	-100
-1016829653	2.56515E+18	276.4394618	1.520918203	1.330933571	20.76995659	99											-100	-100	-100	-100	-100
-1016829651	2.56515E+18	276.473517	1.529252128	1.3038553	19.79851151	21.88111496											2.082603455	-100	-100	-100	-100
-1016829648	2.56515E+18	276.4970541	1.520764835	1.3038553	21.07389069	99											-100	-100	-100	-100	-100
-1016829646	2.56515E+18	276.4668944	1.517203748	1.330933571	20.70162773	99											-100	-100	-100	-100	-100
-1016829645	2.56515E+18	276.4326906	1.520883162	1.330933571	21.13301849	22.93815422											1.805135727	-100	-100	-100	-100
-1016829644	2.56515E+18	276.4809174	1.518568	1.3038553	21.5439415	23.10403824											1.560096741	-100	-100	-100	-100
-1016829642	2.56515E+18	276.4701028	1.513089444	1.330933571	21.4836216	99											-100	-100	-100	-100	-100
-1016829641	2.56515E+18	276.4403331	1.511990134	1.330933571	21.37673187	99											-100	-100	-100	-100	-100
-1016829640	2.56515E+18	276.5134293	1.510372941	1.285589814	22.63692474	99											-100	-100	-100	-100	-100
-1016829639	2.56515E+18	276.4510172	1.51187321	1.330933571	22.04235077	99								16.098	15.403	15.233	-100	6.639350769	-100	0.865	0.17
-1016829638	2.56515E+18	276.4402571	1.528741854	1.330933571	20.74964523	23.55463028											2.804985046	-100	-100	-100	-100
-1016829637	2.56515E+18	276.4368654	1.5176012	1.330933571	20.4012928	22.15636063											1.755067825	-100	-100	-100	-100
-1016876233	6.37545E+18	275.4781375	0.945637375	1.271288276	21.37758446	99											-100	-100	-100	-100	-100
-1016876186	6.37545E+18	275.5323393	0.800576154	1.405339003	21.81494331	99											-100	-100	-100	-100	-100
-1016876158	6.37545E+18	275.5485246	0.698395362	1.448783517	21.48277283	22.71751785											1.234745026	-100	-100	-100	-100
-1016876157	6.37545E+18	275.5457487	0.691619072	1.448783517	21.75325966	23.53991127											1.786651611	-100	-100	-100	-100
-1016876152	6.37545E+18	275.5340904	0.679150419	1.429092288	18.93602371	22.09628677	-16.6	-13.5	13.566	12.689	12.417	12.077		11.005	10.663	10.58	3.160263062	8.273023712	6.519023712	0.425	0.083
-1016876134	6.37545E+18	275.5452669	0.617141833	1.424914479	21.3960228	25.0803566											3.684333801	-100	-100	-100	-100
-1016876118	6.37545E+18	275.5280536	0.547683061	1.367374301	20.03057289	22.28447151	-27.3	2.2	14.528	13.583	13.249	12.889		11.711	11.294	11.174	2.253898621	8.736572891	6.781572891	0.537	0.12
-1016876075	6.37545E+18	275.4694999	0.358900397	1.325761676	21.71389961	22.88013458											1.16623497	-100	-100	-100	-100
-1016836530	6.37531E+18	275.7431096	1.988187091	0.94934845	20.52871704	22.25069237											1.721975327	-100	-100	-100	-100
-1016836528	6.37531E+18	275.4713078	1.983001719	0.845246673	21.76053619	23.35888863											1.598352432	-100	-100	-100	-100
-1016836527	6.37531E+18	275.7786924	1.979482983	0.94934845	21.82527161	99	9.5	-3.1	16.017	14.834	14.401	13.886		12.53	12.092	11.973	-100	9.733271606	7.424271606	0.557	0.119
-1016836526	6.37531E+18	275.5241589	1.972706562	0.882899702	21.18468475	99	2.3	1.7	15.651	14.562	14.162	13.669		12.283	11.852	11.705	-100	9.332684753	7.022684753	0.578	0.147
